Liste de la plupart des diodes utilisées :

Reference:	Description:
1N5395	SI-D 400V 1.5A
1N5396	SI-D 500V 1.5A
1N5397	SI-D 600V 1.5A
1N5398	SI-D 800V 1.5A
1N5399	SI-D 1000V 1.5A/10Ap
1N5400	SI-D 50V 3A/200Ap
1N5401	SI-D 100V 3A/200Ap
1N5402	SI-D 200V 3A/200Ap
1N5403	SI-D 300V 3A/200Ap
1N5404	SI-D 400V 3A/200Ap
1N5405	SI-D 500V 3A/200Ap
1N5406	SI-D 600V 3A/200Ap
1N5407	SI-D 800V 3A/200Ap
1N5408	SI-D 1000V 3A/200Ap
1N5409	SI-D 300V 40A
1N5410	SI-D 300V 12A
1N5412	SI-D 40V 0.2A <2ns
1N5413	SI-D 80V 0.2A <2ns
1N5414	SI-D 100V 0.2A <2ns
1N5415	SI-D 50V 3A <150ns
1N5416	SI-D 100V 3A <150ns
1N5417	SI-D 200V 3A <150ns
1N5418	SI-D 400V 3A <150ns
1N5419	SI-D 500V 3A <250ns
1N5420	SI-D 600V 3A <400ns
1N5421	SI-D VHF-tuning 200V
1N5422	SI-D VHF-tuning 200V
1N5423	SI-D VHF-tuning 200V
1N5424	SI-D VHF-tuning 100V
1N5425	SI-D VHF-tuning 100V
1N5433	SI-D 720V 2mA <400ns
1N5434	SI-D 720V 2mA <400ns
1N5435	SI-D 720V 12A
1N5477	SI-D 6KV 0.6A
1N5478	SI-D 7.2KV 0.6A
1N5479	SI-D 8.4KV 0.6A
1N5480	SI-D 9.6KV 0.6A
1N5481	SI-D 12KV 0.6A
1N5482	SI-D 2.4KV 1A
1N5483	SI-D 3.6KV 1A
1N5484	SI-D 4.8KV 1A
1N5485	SI-D 6KV 1A
1N5550	SI-D 200V 3A
1N5551	SI-D 400V 3A
1N5552	SI-D 600V 3A
1N5553	SI-D 800V 3A
1N5554	SI-D 1000V 3A
1N5595	SI-D 5KV 1.15A
1N5596	SI-D 7.5KV 0.87A
1N5597	SI-D 10KV 0.7A
1N5598	SI-D 15KV 0.47A
1N5599	SI-D 2.5KV 2.1A
1N5600	SI-D 5KV 1.4A
1N5601	SI-D 7.5KV 0.92A
1N5602	SI-D 2.5KV 4.6A
1N5603	SI-D 5KV 3.5A
1N5604	SI-D 7.5KV 2.3A
1N5606	SI-D 150V 0.1A
1N5607	SI-D 200V 0.15A
1N5608	SI-D 120V 0.15A <300ns
1N5609	SI-D 120V 0.15A <300ns
1N5614	SI-D 200V 1A
1N5615	SI-D 200V 1A <150ns
1N5616	SI-D 400V 1A
1N5617	SI-D 400V 1A <150ns
1N5618	SI-D 600V 1A
1N5619	SI-D 600V 1A <150ns
1N5620	SI-D 800V 1A
1N5621	SI-D 800V 1A <150ns
1N5622	SI-D 1000V 1A
1N5623	SI-D 1000V 1A <150ns
1N5628	SI-D 3KV 0.5A
1N5679	SI-D 50V 1A
1N5680	SI-D 100V 1A
1N5711	SI-D-S 70V 15mA 0.1ns
1N5712	SI-D-S 20V 35mA
1N5713	SI-D-S 12V
1N5714	SI-D VHF-Tuning 200V
1N5715	SI-D VHF-Tuning 200V
1N5716	SI-D VHF-Tuning 200V
1N5717	SI-D VHF-Tuning 100V
1N5718	SI-D VHF-Tuning 100V
1N5719	SI-D 100V Uni
1N5720	SI-D 30V <10ns
1N5721	SI-D 15V <10ns
1N5726	SI-D 60V <10ns
1N5727	SI-D 50V <10ns
1N5766	SI-D 110V <400ns
1N5794	SI-D 50V 1A
1N5795	SI-D 100V 1A
1N5796	SI-D 200V 1A
1N5797	SI-D 400V 1A
1N5798	SI-D 600V 1A
1N5799	SI-D 800V 1A
1N5800	SI-D 1000V 1A
1N5802	SI-D 50V 2.5A <25ns
1N5803	SI-D 75V 2.5A <25ns
1N5804	SI-D 100V 2.5A <25ns
1N5805	SI-D 125V 2.5A <25ns
1N5806	SI-D 150V 2.5A <25ns
1N5807	SI-D 50V 6A <30ns
1N5808	SI-D 75V 6A <30ns
1N5809	SI-D 100V 6A <30ns
1N5810	SI-D 125V 6A <30ns
1N5811	SI-D 150V 6A <30ns
1N5812	SI-D 50V 50A <25ns
1N5813	SI-D 75V 50A <25ns
1N5814	SI-D 100V 50A <25ns
1N5815	SI-D 125V 50A <25ns
1N5816	SI-D 150V 50A <25ns
1N5817	SI-D-S 20V 1A/25Ap
1N5818	SI-D-S 30V 1A/25Ap
1N5819	SI-D-S 40V 1A/25Ap
1N5820	SI-D-S 20V 3A/80Ap
1N5821	SI-D-S 30V 3A/80Ap
1N5822	SI-D-S 40V 3A/80Ap
1N5823	SI-D-S 20V 5A
1N5824	SI-D-S 30V 5A
1N5825	SI-D-S 40V 5A
1N5826	SI-D-S 20V 15A
1N5827	SI-D-S 30V 15A
1N5828	SI-D-S 40V 15A
1N5829	SI-D-S 20V 25A
1N5830	SI-D-S 30V 25A
1N5831	SI-D-S 40V 25A
1N5832	SI-D-S 20V 40A
1N5833	SI-D-S 30V 40A
1N5834	SI-D-S 40V 40A
1N5835	SI-D 30V 3A <100ns
1N5836	SI-D 50V 3A <100ns
1N5898	SI-D 50V 3A
1N5899	SI-D 100V 3A
1N5900	SI-D 200V 3A
1N5901	SI-D 400V 3A
1N5902	SI-D 600V 3A
1N5903	SI-D 800V 3A
1N5904	SI-D 1000V 3A
1N5905	SI-D 1200V 3A
1N60	GE-D 50V 50mA
1N6073	SI-D 50V 3A 30ns
1N6074	SI-D 100V 3A 30ns
1N6075	SI-D 150V 3A 30ns
1N6076	SI-D 50V 6A 30ns
1N6077	SI-D 100V 6A 30ns
1N6078	SI-D 150V 6A 30ns
1N6079	SI-D 50V 12A 30ns
1N6080	SI-D 100V 12A 30ns
1N6081	SI-D 150V 12A 30ns
1N6095	SI-D-S 30V 25A
1N6096	SI-D-S 40V 25A
1N6097	SI-D-S 30V 50A
1N6098	SI-D-S 40V 50A
1N6099	SI-D = 1N3595
1N6262	SI-D 200V 85A
1N6263	SI-D-S 60V 15mA 0.1ns
1N645	SI-D 225V 0.4A
1N647	SI-D 400V 0.4A/15Ap
1N6478	SI-D 50V 1A
1N6479	SI-D 100V 1A
1N6480	SI-D 200V 1A
1N6481	SI-D 400V 1A
1N6482	SI-D 600V 1A
1N6483	SI-D 800V 1A
1N6484	SI-D 1000V 1A
1N914	SI-D 100V 75mA 0.5W 4ns
1SS119	SI-D 35V 0.15A <3.5ns
1SS131	SI-D 90V 0.13A <4ns
25F120	SI-D 1200V 25A/300Ap
40HF10	SI-D 100V 40A/480Ap
40HF20	SI-D 200V 40A/480Ap
40HF40	SI-D 400V 40A/480Ap
40HFR10	SI-D 100V 40A/480Ap revers
6F120	SI-D 1200V 6A/134Ap
6FR120	SI-D 1200V 6A/134Ap revers
70HF80	SI-D 800V 70A/1000Ap
AA112	GE-D 20V 30mA dem n-Ohm
AA114	GE-D 30V 40mA dem n-Ohm
AA116	GE-D 30V 30mA dem n-Ohm
AA117	GE-D 115V 50mA/0.5Ap
AA118	GE-D 115V 50mA/0.5Ap
AA119	GE-D 45V 35mA dem n-Ohm
AA132	GE-D 110V 50mA <1.3V
AA133	GE-D 130V 50mA <1.3V
AA134	GE-D 70V 50mA <1.3V
AA137	GE-D 40V 20mA dem n-Ohm
AA139	GE-D 25V 20mA dem n-Ohm
AA143	GE-D 30V 60mA/0.2Ap 80mW
AA144	GE-D 100V 45mA/0.15Ap 80m
AAZ17	GE-D 75V 0.14A/0.25Ap <35
AAZ18	GE-D 20V 0.13A/0.3Ap <70n
BA100	SI-D 60V 90mA
BA127D	SI-D 60V 0.2A
BA128	SI-D 75V 0.11A
BA145	SI-D 350V 0.3A
BA148	SI-D 350V 0.3A
BA155	SI-D 150V 0.1A
BA157	SI-D 400V 0.4A 300ns
BA158	SI-D 600V 0.4A 300ns
BA159	SI-D 1000V 0.4A 300ns
BA182	C-D 35V 0.8-2.1pF VHF
BA204	SI-D 60V 0.2A <10ns
BA220	SI-D 10V 0.2A/0.4Ap 4ns
BA243	C-D 20V 1-3pF 1R 0.1A
BA243G	C-D 20V 1-3PF 1R 0.1A
BA244	C-D 35V 1-3pF 0R5 0.1A
BA282	C-D 35V 0.9-2pF 0R7 0.1A
BA283	C-D 35V 0.9-2pF 1R2 0.1A
BA316	SI-D 10V 0.1A/0.2Ap 4ns
BA317	SI-D 30V 0.1A/0.2Ap 4ns
BA318	SI-D 50V 0.1A/0.2Ap 4ns
BA479	SI-D 30V 50mA 100MHz
BA481	SI-D-S 4V 30mA 13R 1.1pF
BA482	C-D 35V 0.1A 0.7R 1.2PF
BA682	C-D 35V 0.9-2pF 0R7 0.1A
BAR10	SI-D-S 20V 35mA/100mAp
BAR43S	2xSI-D-S 30V 0.1A/0.75Ap (5N)
BAS11	SI-D 300V 0.3A/4Ap 1us
BAS16	SI-D 75V 0.25A 6ns (A6)
BAS19	SI-D 120V 0.2A <50ns
BAS20	SI-D 200V 0.2A <50ns
BAS21	SI-D 250V 0.2A <50ns
BAS32L	SI-D 75V 0.2A <4ns
BAS33	SI-D 30V 0.2A
BAT17	SI-D-S 4V 30mA 15R 1pF
BAT41	SI-D-S 100V 0.1A
BAT42	SI-D-S 30V 0.2A <5ns
BAT43	SI-D-S 30V 0.2A <5ns
BAT46	SI-D-S 100V 0.15A
BAT47	SI-D-S 20V 0.35A 10ns
BAT48	SI-D-S 40V 0.35A 10ns
BAT49	SI-D-S 80V 0.5A
BAT54A	2xSI-D-S 30V 0.2A
BAT82	SI-D-S 50V 30mA <1ns
BAT83	SI-D-S 60V 3mA <1ns
BAT85	SI-D-S 30V 0.2A 10pF
BAT86	SI-D-S 50V 0.2A 8pF
BAV10	SI-D 60V 0.3A/0.6Ap 6ns
BAV100	SI-D 60V 0.25A <50ns
BAV101	SI-D 120V 0.25A <50ns
BAV102	SI-D 200V 0.25A <50ns
BAV103	SI-D 250V 0.2A 5pF 50ns
BAV17	SI-D 25V 0.2A/.05Ap 50ns
BAV18	SI-D 60V 0.2A/.05Ap 50ns
BAV19	SI-D 120V 0.2A/.05Ap 50ns
BAV20	SI-D 200V 0.2A/.05Ap 50ns
BAV21	SI-D 250V 0.2A/0.5Ap 50ns
BAV23	2xSI-D 250V 0.2A <50nS
BAW24	SI-D 50V 0.6A <6ns
BAW25	SI-D 50V 0.6A <6ns
BAW26	SI-D 75V 0.6A <6ns
BAW27	SI-D 75V 0.6A <6ns
BAW75	SI-D 35V 0.15A/2Ap 2ns
BAW76	SI-D 75V 0.15A/2Ap 2ns
BAX12	SI-D 90V 0.4A/0.8Ap 50ns
BAX13	SI-D 50V 0.15A 0.5W 4ns
BAX14	SI-D 40V 0.5A <30ns
BAX16	SI-D 150V 0.2A <120ns
BAX17	SI-D 200V 0.2A <120ns
BAX18	SI-D 75V 0.4A/2Ap
BAY21	SI-D 350V 0.25A 1us
BAY46	SI-D 300V 0.225A <15us
BB103	C-D 30V 11.3-30pF
BB104	2xC-D FM-tuning
BB105B	C-D 30V 2-18pF 0R8 UHF
BB105G	C-D 30V 1.8-18pF 1R2 UHF
BB106	C-D 30V 4-20pF 0R4 VHF
BB109G	C-D 30V 4.3-32pF 0R5 VHF
BB112	C-D 12V 17-560pF AM tuning
BB119	C-D 10V 15.3-19pF 1E5
BB121A	C-D 30V 1.9-18pF 0.6R
BB122	C-D VHF/VHF-tuning
BB139	C-D 30V 4.3-29pF 0.5R
BB142	C-D 30V 12pF FM/VHF
BB204B	2xC-D FM-tuning
BB204G	2xC-D 30V 14-39pF 0R4 GRE
BB205B	C-D 30V 11pF
BB205G	C-D 30V 1.8-17pF 1R2 UHF
BB207	C-D tuning DIODE
BB209	C-D 30V 2.6-31pF 0R85
BB212	2xC-D AM-tuning
BB221	C-D 28V 1.8-17pF 0R6 470M
BB222	C-D VHF/VHF-tuning
BB304G	C-D 2V 1.7-46pF GREEN
BB329	C-D VHF-tuning
BB405B	C-D 30V 1.8-18pF 0.75R
BB405G	C-D VHF-tuning
BB409	C-D 28V 5-32pF 0.4R VHF
BB505B	C-D VHF-tuning
BB505G	C-D VHF-tuning
BB529	C-D 28V 2.5-12PF 0R85 300
BB804	2xC-D 18V 42-46.5pF 0.2E
BB809	C-D 28V 4-46pF VHF-tuning
BB811	C-D SAT TV-tuning 2GHz
BY126	SI-D 650V 1A
BY127	SI-D 1250V 1A
BY133	SI-D 1300V 1A/50Ap
BY134	SI-D 600V 1A/50Ap
BY135	SI-D 200V 1A/50Ap
BY176	SI-D 15KV 2.5mA
BY184	SI-D 1500/1800V 5mA
BY187	SI-D 10KV 2.5mA 250ns
BY188A	SI-D 50V 1.2A
BY188B	SI-D 50V 1.2A
BY196	SI-D 100V 1.2A <500ns
BY197	SI-D 200V 1.2A <500ns
BY198	SI-D 400V 1.2A <500ns
BY199	SI-D 800V 1.2A <500ns
BY200	SI-D 1200V 1.2A <500ns
BY206	SI-D 350V 0.4A <300ns
BY207	SI-D 600V 0.4A <300ns
BY209	SI-D 12.5KV 2.5mA
BY223	SI-D TV-DAMPER 1500V 5A
BY226	SI-D 650V 1.5A
BY227B	SI-D 1250V 1.5A
BY229	GO TO: BY229/800-MBR
BY251	SI-D 200V 3A/100Ap
BY252	SI-D 400V 3A/100Ap
BY253	SI-D 600V 3A/100Ap
BY254	SI-D 800V 3A/100Ap
BY255	SI-D 1300V 3A/100Ap
BY268	SI-D 1400V 0.8A <500ns
BY269	SI-D 1600V 0.8A <500ns
BY296	SI-D 200V 2A <500ns
BY297	SI-D 300V 2A <500ns
BY298	SI-D 400V 2A/70Ap 150ns
BY299	SI-D 800V 2A/70Ap 500ns
BY328	SI-D 1400V 3A <500ns
BY396	SI-D 100V 3A <500ns
BY397	SI-D 200V 3A <500ns
BY398	SI-D 400V 3A/200Ap 500ns
BY399	SI-D 800V 3A/100Ap 500ns
BY406	SI-D 350V 0.8A <300ns
BY409	SI-D 12.5KV 2.5mA
BY438	SI-D TV-DAMPER 1200V 5A
BY448	SI-D 1500V 2A/30Ap 20us
BY458	SI-D 1200V 2A/30Ap 20us
BY476	SI-D 18KV 2.5mA
BY477	SI-D 23KV 2mA
BY478	SI-D 27.5KV 2mA
BY509	SI-D 12.5KV 4mA
BY510	SI-D 17KV 4mA
BY527	SI-D 1250V 0.8A
BY584	SI-D 1800V 85mA 200ns
BY588	SI-D basis-emitter 25V 1.5A
BY627	SI-D 1250V 2A
BY707	SI-D 10KV 4mA 200ns
BY708	SI-D 12KV 4mA 200ns
BY709	SI-D 14KV 4mA 200ns
BY710	SI-D 17KV 3mA 200ns
BY711	SI-D 19KV 3mA 200ns
BY712	SI-D 22KV 3mA 200ns
BY713	SI-D 24KV 3mA 200ns
BY714	SI-D 30KV 3mA 200ns
BY8420	SI-D 24KV 3mA 200nS
BYT77	SI-D 800V 3A <300ns
BYT78	SI-D 1000V 3A <300ns
BYV12	SI-D 100V 1.5A 300ns
BYV13	SI-D 400V 1.5A 300ns
BYV14	SI-D 600V 1.5A 300ns
BYV15	SI-D 800V 1.5A 300ns
BYV16	SI-D 1000V 1.5A 300ns
BYW178	SI-D 800V 3A <60ns
BYW32	SI-D 200V 2A <200ns
BYW33	SI-D 300V 2A <200ns
BYW34	SI-D 400V 2A <200ns
BYW35	SI-D 500V 2A <200ns
BYW36	SI-D 600V 2A <200ns
BYW37	SI-D 50V 1A
BYW38	SI-D 100V 1A
BYW39	SI-D 200V 1A
BYW40	SI-D 400V 1A
BYW41	SI-D 600V 1A
BYW42	SI-D 800V 1A
BYW43	SI-D 1000V 1A
BYW52	SI-D 200V 2A <4us
BYW53	SI-D 400V 2A <4us
BYW54	SI-D 600V 2A <4us
BYW55	SI-D 800V 2A <4us
BYW56	SI-D 1000V 2A <4us
BYW72	SI-D 200V 3A/60Ap 200ns
BYW73	SI-D 300V 3A/60Ap 200ns
BYW74	SI-D 400V 3A/60Ap 200ns
BYW75	SI-D 500V 3A/60Ap 200ns
BYW76	SI-D 600V 3A/60Ap 200ns
BYX10	SI-D 800V 360mA/15Ap
BYY31	SI-D 150V 1A
BYY32	SI-D 300V 1A
BYY33	SI-D 450V 1A
BYY34	SI-D 600V 1A
BYY35	SI-D 750V 1A
BYY36	SI-D 900V 1A
BYY37	SI-D 1050V 1A
BYZ10	SI-D 1200V 6A
BYZ11	SI-D 900V 6A
BYZ12	SI-D 600V 6A
BYZ13	SI-D 300V 6A
EM502	SI-D = 1N4003
EM504	SI-D = 1N4004
EM506	SI-D = 1N4005
EM508	SI-D = 1N4006
EM510	SI-D = 1N4007
EM513	SI-D 1300V 1A/50Ap
EM516	SI-D 1800V 1A/50Ap
ES1F	SI-D 1500V 0.5A/20Ap 1.5u
FR157	SI-D 1000V 1.5A/60Ap 500n
FR207	SI-D 1000V 2A/70Ap 500ns
FR307	SI-D 1000V 3A/200Ap 500ns
FR604	SI-D 400V 6A/300Ap 150ns
FR605	SI-D 600V 6A/300Ap 250ns
FR607	SI-D 1000V 6A/300Ap 500ns
GA5005	SI-D 6000V 0.2A
LL4148	SI-D 75V 0.15A 0.5W 4ns
MA178	SI-D 40V 0.2A <20ns
MA185	SI-D 250V 0.2A
MBR030	SI-D-S 30V 0.5A
MBR040	SI-D-S 40V 0.5A
MBR1020	SI-D-S 20V 10A/150Ap
MBR1035	SI-D-S 35V 10A/150Ap
MBR1045	SI-D-S 45V 10A/150Ap
MBR1060	SI-D-S 60V 10A/150Ap
MBR1070	SI-D-S 70V 10A/150Ap
MBR1080	SI-D-S 80V 10A/150Ap
MBR1090	SI-D-S 90V 10A/150Ap
MBR150	SI-D-S 50V 1A
MBR1520	SI-D-S 20V 15A/150Ap
MBR1530	SI-D-S 30V 15A/150Ap
MBR1535	SI-D-S 35V 15A/150Ap
MBR1535CT	2xSI-D-S 35V 15A/150Ap
MBR1540	SI-D-S 40V 15A/150Ap
MBR1545CT	2xSI-D-S 45V 15A/150Ap
MBR160	SI-D-S 60V 1A
MBR1635	SI-D-S 35V 16A/150Ap
MBR1645	SI-D-S 45V 16A/150Ap
MBR2035	SI-D-S 35V 20A
MBR2035CT	2xSI-D-S 35V 20A
MBR2045	SI-D-S 45V 20A
MBR2045CT	2xSI-D-S 45V 20A
MBR2060CT	2xSI-D-S 60V 10A
MBR2070CT	2xSI-D-S 70V 10A
MBR2080CT	2xSI-D-S 80V 10A
MBR2090CT	2xSI-D-S 90V 10A
MBR2520	SI-D-S 20V 25A
MBR2520CT	2xSI-D-S 20V 25A
MBR2530	SI-D-S 30V 25A
MBR2530CT	2xSI-D-S 30V 25A
MBR2535	SI-D-S 35V 25A
MBR2535CT	2xSI-D-S 35V 25A
MBR3020CT	2xSI-D-S 20V 30A
MBR3020PT	2xSI-D-S 20V 30A/100Ap
MBR3035CT	2xSI-D-S 35V 30A
MBR3035PT	2xSI-D-S 35V 30A/100Ap
MBR3045CT	2xSI-D-S 45V 30A
MBR3045PT	2xSI-D-S 45V 30A/100Ap
MBR4045PT	SI-D-S 45V 40A
MBR735	SI-D-S 35V 7.5A/150Ap
MBR745	SI-D-S 45V 7.5A/150Ap
MBR750	SI-D-S 50V 7.5A/150Ap
MBR760	SI-D-S 60V 7.5A/150Ap
MR500	SI-D 50V 3A
MR501	SI-D 100V 3A
MR502	SI-D 200V 3A
MR504	SI-D 400V 3A
MR506	SI-D 600V 3A
MR508	SI-D 800V 3A
MR510	SI-D 1000V 3A
MR750	SI-D 50V 6A/400Ap
MR751	SI-D 100V 6A/400Ap
MR752	SI-D 200V 6A/400Ap
MR754	SI-D 400V 6A/400Ap
MR756	SI-D 600V 6A/400Ap
MR758	SI-D 800V 6A/400Ap
MR760	SI-D 1000V 6A/400Ap
MR820	SI-D 50V 5A <200ns
MR821	SI-D 100V 5A <200ns
MR822	SI-D 200V 5A <200ns
MR824	SI-D 400V 5A <200ns
MR826	SI-D 600V 5A/300Ap 300ns
MR828	SI-D 800V 5A/300Ap 300ns
MR830	SI-D 50V 3A <200ns
MR831	SI-D 100V 3A <200ns
MR832	SI-D 200V 3A <200ns
MR834	SI-D 400V 3A <200ns
MR836	SI-D 600V 3A <200ns
MR850	SI-D 50V 3A <200ns
MR851	SI-D 100V 3A <200ns
MR852	SI-D 200V 3A <200ns
MR854	SI-D 400V 3A <200ns
MR856	SI-D 600V 3A <200ns
MR880	SI-D 50V 12A <1us
MR880	SI-D 200V 12A <1us
MR881	SI-D 100V 12A <1us
MR882	SI-D 200V 12A <1us
MR884	SI-D 400V 12A <1us
MR886	SI-D 600V 12A <1us
MR910	SI-D 50V 3A <750ns
MR911	SI-D 100V 3A <750ns
MR912	SI-D 200V 3A <750ns
MR914	SI-D 400V 3A <750ns
MR916	SI-D 600V 3A <750ns
MUR605CT	2xSI-D 50V 3A <35ns
MUR610CT	2xSI-D 100V 3A <35ns
MUR620CT	2xSI-D 200V 3A <35ns
MURD605CT	2xSI-D 50V 3A <35ns
MURD610CT	2xSI-D 100V 3A <35ns
MURD620CT	2xSI-D 200V 3A <35ns
MV102	VHF-tuning
MV103	VHF-tuning
MV104	VHF-tuning
OA200	SI-D 50V 0.16A 3.5us
OA202	SI-D 150V 0.16A 3.5us
OA210	SI-D 400V 0.5A
OA211	SI-D 800V 0.5A
OA47	GE-D 25V 110mA <70ns
OA90	GE-D 20V 8mA/45mAp <3.2V
OA91	GE-D 115V 50MA/0.15AP <3V
OA95	GE-D 115V 50mA/0.15Ap <2V
PBYR1040	SI-D-S 40V 10A/125Ap
PBYR3040WT	SI-D-S 40V 30A/300Ap
R2KN	SI-D 140V 1A
R2KY	SI-D 160V 1A
RB100A	SI-D-S 40V 1A
RGP30M	SI-D 1000V 3A/125Ap 500ns
SB1100	SI-D-S 100V 1A/25Ap
SB120	SI-D-S 20V 1A/25Ap
SB130	SI-D-S 30V 1A/25Ap
SB140	SI-D-S 40V 1A/25Ap
SB150	SI-D-S 50V 1A/25Ap
SB160	SI-D-S 60V 1A/25Ap
SB180	SI-D-S 80V 1A/25Ap
SB190	SI-D-S 90V 1A/25Ap
SB2100	SI-D-S 100V 2A
SB220	SI-D-S 20V 2A
SB230	SI-D-S 30V 2A
SB240	SI-D-S 40V 2A
SB250	SI-D-S 50V 2A
SB260	SI-D-S 60V 2A
SB280	SI-D-S 80V 2A
SB290	SI-D-S 90V 2A
SB3100	SI-D-S 100V 3A/100AP
SB320	SI-D-S 20V 3A/100Ap
SB330	SI-D-S 30V 3A/100Ap
SB340	SI-D-S 40V 3A/100Ap
SB350	SI-D-S 50V 3A/100Ap
SB360	SI-D-S 60V 3A/100Ap
SB380	SI-D-S 80V 3A/100Ap
SB390	SI-D-S 90V 3A/100Ap
SB5100	SI-D-S 100V 5A/85Ap
SB520	SI-D-S 20V 5A
SB530	SI-D-S 30V 5A
SB540	SI-D-S 40V 5A
SB550	SI-D-S 50V 5A/85Ap
SB560	SI-D-S 60V 5A/85Ap
SB580	SI-D-S 80V 5A/85Ap
SB590	SI-D-S 90V 5A/85Ap
SK3GL04	SI-D 400V 3.8A/175Ap 300ns
SLA1012	DIODE-ARRAY 120V 0.4A/2Ap
SR5040	SI-D-S 40V 50A/400Ap
SR840	SI-D-S 40V 8A/90Ap
UF4001	SI-D 50V 1A/50Ap 50ns
UF4002	SI-D 100V 1A/50Ap 50ns
UF4003	SI-D 200V 1A/50Ap 50ns
UF4004	SI-D 400V 1A/50Ap 50ns
UF4005	SI-D 600V 1A/50Ap 50ns
UF4006	SI-D 800V 1A/50Ap 50ns
UF4007	SI-D 1000V 1A/50Ap 75ns
UF5401	SI-D 100V 3A/150Ap 50ns
UF5402	SI-D 200V 3A/150Ap 50ns
UF5403	SI-D 300V 3A/150Ap 50ns
UF5404	SI-D 400V 3A/150Ap 50ns
UF5406	SI-D 600V 3A/150Ap 50ns
UF5407	SI-D 800V 3A/150Ap 50ns
UF5408	SI-D 1000V 3A/150Ap 75ns
